"ticket_id","ticket_trace/contact"
339062,"339062, 1"
380556,"380556, 3"
252324,"252324, 0"
199020,"199020, 4"
255019,"255019, 2"
152676,"134979-152676, 2"
499921,"233845-320910-332651-442177-499921, 0"
288437,"288437, 1"
400634,"400634, 0"
218003,"218003, 1"
196657,"196657, 1"
480605,"480605, 2"
41465,"41465, 4"
473220,"279310-473220, 1"
396473,"396473, 1"
131955,"131955, 1"
178135,"178135, 0"
392413,"398026-392413, 4"
58358,"58358, 4"
63496,"63496, 0"
298610,"228776-298610, 2"
206160,"7213-206160, 0"
4969,"4969, 0"
319211,"319211, 1"
140166,"140166, 1"
193280,"193280, 4"
6805,"6805, 4"
161045,"161045, 3"
434243,"434243, 4"
301683,"88790-301683, 2"
352906,"319127-352906, 0"
494300,"494300, 0"
23821,"23821, 3"
342710,"108195-342710, 2"
159072,"159072, 4"
85790,"56298-85790, 4"
437073,"437073, 3"
140805,"140805, 0"
158328,"158328, 2"
423669,"423669, 0"
202995,"202995, 3"
361032,"361032, 2"
296531,"296531, 2"
243938,"243938, 1"
421851,"160093-421851, 1"
328867,"328867, 3"
368134,"368134, 0"
157489,"157489, 3"
19930,"19930, 4"
364770,"232271-276048-364770, 1"
22064,"22064, 1"
19768,"19768, 1"
383983,"172954-255089-383983, 1"
322014,"322014, 3"
371936,"371936, 2"
419411,"19666-22276-143936-178131-419411, 3"
133630,"233613-133630, 0"
11724,"11724, 2"
70101,"70101, 2"
28974,"28974, 4"
129309,"129309, 3"
5271,"5271, 2"
375035,"375035, 2"
170108,"128744-170108, 3"
333046,"333046, 2"
120958,"120958, 3"
326453,"168803-326453, 2"
378506,"126908-378506, 3"
20817,"20817, 2"
195197,"195197, 4"
112952,"112952, 1"
100298,"100298, 1"
234279,"234279, 3"
308261,"259867-308261, 2"
35322,"35322, 2"
251815,"251815, 2"
3033,"3033, 2"
474011,"474011, 3"
302592,"12034-22828-302592, 4"
208561,"101149-176524-190474-208561, 2"
103302,"103302, 4"
493944,"493944, 0"
128780,"128780, 1"
31935,"31935, 2"
354719,"354719, 1"
369721,"369721, 1"
203623,"203623, 2"
63237,"63237, 3"
220405,"220405, 4"
434257,"149684-434257, 0"
209517,"136823-209517, 4"
190238,"190238, 3"
40135,"40135, 2"
447782,"103057-447782, 1"
389374,"4117-389374, 3"
65291,"51194-65291, 2"
100485,"82318-100485, 1"
385543,"385543, 1"
416723,"416723, 1"
200902,"160543-200902, 4"
344416,"344416, 1"
68967,"194083-68967, 4"
317191,"317191, 0"
99674,"444498-99674, 0"
416372,"416372, 1"
498714,"498714, 2"
499616,"57160-231326-372608-499616, 2"
184153,"184153, 1"
6469,"6469, 4"
377213,"377213, 2"
3306,"3306, 1"
304471,"304471, 3"
156059,"156059, 2"
433416,"80347-433416, 4"
309663,"101678-309663, 4"
418359,"57389-304566-418359, 0"
393334,"393334, 0"
277316,"277316, 1"
274199,"76954-274199, 0"
270826,"270826, 3"
361875,"361875, 4"
286452,"286452, 3"
146640,"146640, 2"
119434,"119434, 4"
295560,"295560, 1"
326639,"326639, 3"
404092,"404092, 1"
447061,"49124-398513-447061, 0"
261479,"261479, 0"
190515,"190515, 2"
259818,"259818, 3"
209963,"209963, 4"
98519,"98519, 1"
68856,"68856, 4"
127648,"127648, 0"
315473,"377860-315473, 3"
215611,"215611, 3"
453858,"85340-453858, 2"
112547,"112547, 1"
351622,"351622, 2"
395174,"395174, 1"
432238,"432238, 1"
468593,"55162-468593, 1"
326895,"326895, 1"
499666,"499666, 3"
131110,"131110, 4"
377427,"377427, 4"
193846,"193846, 1"
383159,"383159, 4"
309361,"309361, 4"
255875,"255875, 2"
100840,"100840, 0"
325740,"325160-22001-325740, 4"
139768,"139768, 0"
380997,"185763-380997, 1"
435198,"151760-435198, 1"
373436,"373436, 4"
245767,"34739-245767, 4"
476673,"196548-149907-476673, 1"
457656,"214191-241230-457656, 1"
358785,"358785, 1"
255975,"199046-255975, 3"
486826,"162158-486826, 4"
244323,"244323, 0"
410831,"410831, 0"
342305,"342305, 0"
493060,"99627-493060, 2"
270355,"270355, 1"
333479,"35552-333479, 3"
271736,"236007-271736, 4"
423498,"423498, 1"
427139,"427139, 4"
95246,"95246, 2"
411223,"89664-411223, 1"
218054,"218054, 4"
340756,"180779-340756, 4"
32507,"32507, 0"
181143,"88221-181143, 4"
147749,"147749, 3"
192478,"192478, 1"
253760,"253760, 3"
462234,"462234, 2"
238152,"238152, 4"
292398,"119954-292398, 0"
131623,"131623, 2"
45886,"36773-39058-45886, 4"
255967,"255967, 4"
229333,"229333, 2"
289715,"289715, 1"
89518,"16532-89518, 3"
440546,"440546, 2"
42211,"42211, 4"
378435,"378435, 0"
6940,"6940, 0"
49995,"49995, 3"
139011,"19281-139011, 3"
456154,"456154, 1"
184094,"184094, 4"
189569,"189569, 2"
343796,"119673-343796, 0"
203073,"203073, 1"
293893,"293893, 2"
9028,"9028, 0"
360862,"360862, 1"
188489,"188489, 3"
34591,"34591, 0"
68989,"68989, 2"
279579,"279579, 2"
27600,"27600, 1"
421702,"22749-297936-421702, 0"
125133,"125133, 2"
411945,"200992-411945, 2"
105535,"105535, 1"
335096,"173148-335096, 1"
156918,"156918, 2"
329770,"237158-329770, 0"
316331,"316331, 4"
320055,"50948-131398-320055, 3"
391857,"247463-391857, 0"
129858,"230430-129858, 0"
146463,"7492-146463, 0"
453114,"453114, 1"
168476,"168476, 3"
491827,"307587-491827, 0"
180196,"180196, 4"
258361,"258361, 3"
382003,"382003, 4"
382411,"382411, 2"
468019,"468019, 1"
271429,"271429, 4"
199913,"199913, 3"
239173,"239173, 1"
197219,"197219, 4"
490093,"490093, 4"
468450,"397948-468450, 1"
40171,"40171, 2"
38655,"38655, 0"
62556,"62556, 0"
363872,"5868-363872, 1"
39119,"39119, 0"
364234,"364234, 1"
155322,"155322, 0"
310096,"279694-310096, 3"
350464,"102239-350464, 3"
175824,"175824, 1"
250306,"250306, 0"
318436,"318436, 0"
245307,"245307, 1"
393860,"164173-393860, 4"
455453,"455453, 2"
484934,"484934, 4"
65748,"65748, 0"
324844,"324844, 4"
297406,"297406, 3"
464277,"23195-464277, 4"
162290,"162290, 3"
265774,"216097-265774, 2"
411040,"282556-411040, 2"
481018,"3863-111535-481018, 1"
174355,"174355, 4"
176199,"176199, 4"
371346,"371346, 3"
367069,"47486-244418-367069, 2"
28659,"28659, 2"
25468,"25468, 3"
221230,"221230, 1"
443091,"100677-418161-443091, 1"
449207,"449207, 0"
332519,"5709-33940-230017-332519, 0"
215585,"215585, 1"
472477,"328420-192819-472477, 4"
27608,"27608, 2"
387153,"387153, 0"
211063,"211063, 2"
425466,"88173-425466, 0"
377732,"21916-377732, 1"
8536,"8536, 3"
357766,"357766, 0"
320865,"320865, 2"
346997,"326170-346997, 3"
28537,"21105-28537, 2"
358685,"55145-358685, 4"
379843,"379843, 4"
100241,"100241, 0"
320114,"238882-320114, 0"
249827,"249827, 3"
203108,"203108, 0"
296449,"296449, 0"
153753,"153753, 3"
335808,"98508-335808, 2"
487036,"487036, 0"
302678,"302678, 3"
452275,"260459-452275, 1"
52583,"52583, 1"
125777,"125777, 1"
483171,"171642-396399-483171, 1"
173851,"173851, 0"
130978,"130978, 1"
83897,"83897, 0"
101829,"101829, 0"
390112,"390112, 4"
315924,"315924, 3"
73384,"73384, 0"
481789,"314632-481789, 3"
410757,"410757, 3"
399374,"220627-399374, 0"
462390,"462390, 2"
193876,"193876, 1"
317198,"317198, 1"
423240,"423240, 4"
358645,"171169-358645, 3"
336851,"26590-336851, 4"
358956,"358956, 1"
155148,"89728-155148, 0"
20137,"20137, 2"
231135,"231135, 2"
100936,"100936, 3"
384064,"384064, 2"
446895,"446895, 1"
488498,"488498, 2"
469561,"36876-469561, 2"
370689,"370689, 2"
497658,"463976-497658, 3"
56889,"56889, 2"
9020,"9020, 0"
320957,"320957, 3"
339673,"301782-308032-339673, 3"
372821,"372821, 0"
322239,"104938-322239, 0"
175452,"175452, 4"
485052,"301459-485052, 0"
327000,"101275-327000, 0"
331364,"10480-193051-331364, 4"
237691,"237691, 2"
444990,"421041-444990, 4"
390215,"390215, 3"
328050,"168410-328050, 3"
255208,"252475-255208, 0"
246105,"246105, 2"
370985,"370985, 2"
3535,"3535, 4"
471995,"471995, 2"
440926,"145336-440926, 0"
44123,"44123, 3"
281145,"281145, 4"
162453,"5793-7476-162453, 2"
173345,"173345, 0"
470447,"133311-470447, 4"
168033,"168033, 4"
37083,"37083, 0"
11291,"11291, 2"
495764,"495764, 1"
75657,"75657, 2"
490506,"61917-172953-490506, 4"
362719,"117846-362719, 2"
278369,"251208-278369, 2"
493084,"17707-24205-27942-33450-493084, 0"
77480,"326989-77480, 3"
353561,"196632-353561, 2"
470176,"132541-470176, 3"
250245,"250245, 2"
111143,"111143, 2"
316980,"203231-316980, 0"
171034,"171034, 0"
359073,"359073, 1"
487547,"411620-487547, 0"
197744,"197744, 3"
139295,"87837-139295, 2"
428538,"391025-428538, 0"
437323,"437323, 3"
200328,"200328, 2"
84497,"84497, 0"
452768,"452768, 0"
123475,"123475, 0"
386870,"386870, 2"
21226,"21226, 0"
63284,"63284, 1"
468679,"468679, 1"
234978,"10206-234978, 3"
81235,"81235, 1"
57517,"57517, 4"
340222,"340222, 3"
271281,"271281, 0"
9831,"9831, 1"
238599,"169751-238599, 2"
95067,"95067, 0"
290142,"290142, 4"
190399,"190399, 1"
392334,"103371-392334, 4"
382328,"89968-382328, 3"
351956,"110992-351956, 2"
157285,"157285, 3"
392491,"392491, 0"
117272,"117272, 4"
281969,"21157-281969, 2"
88108,"88108, 2"
50627,"50627, 3"
23479,"23479, 4"
347000,"347000, 4"
41678,"41678, 1"
435501,"259526-435501, 1"
352422,"352422, 4"
35477,"35477, 4"
131951,"131951, 4"
58861,"58861, 3"
195993,"195993, 2"
277303,"277303, 2"
402041,"43171-402041, 0"
444527,"236361-444527, 0"
431101,"431101, 3"
304860,"304860, 4"
62691,"62691, 2"
393605,"246913-287666-339665-393605, 0"
136763,"38622-47247-136763, 1"
341703,"196249-341703, 0"
281983,"58738-281983, 1"
132388,"132388, 4"
228149,"228149, 1"
330917,"330917, 4"
449480,"14058-449480, 3"
20208,"20208, 0"
190731,"190731, 4"
479697,"479697, 2"
13425,"367513-13425, 3"
462239,"462239, 1"
180303,"180303, 2"
395064,"395064, 4"
133408,"133408, 1"
328657,"25780-328657, 1"
272349,"209655-272349, 0"
230570,"97356-230570, 4"
476474,"7980-476474, 1"
189319,"165907-189319, 3"
260766,"161573-244386-260766, 4"
136755,"136755, 2"
200973,"200973, 3"
44940,"44940, 1"
307586,"92582-111593-307586, 1"
13542,"13542, 4"
361542,"8890-219353-361542, 1"
265759,"244356-265759, 3"
389994,"389994, 2"
451049,"451049, 2"
442470,"442470, 0"
58818,"9470-58818, 3"
452013,"452013, 4"
296066,"61913-296066, 0"
380144,"126083-258286-380144, 4"
177176,"132449-177176, 4"
424473,"424473, 0"
366982,"366982, 4"
4101,"4101, 0"
232631,"178667-232631, 2"
45419,"45419, 1"
353629,"353629, 1"
496778,"496778, 2"
229044,"229044, 0"
397926,"214578-356959-397926, 2"
414594,"113658-280062-414594, 3"
43407,"43407, 0"
196027,"196027, 1"
173681,"173681, 4"
483612,"243176-483612, 3"
421457,"418709-421457, 0"
386648,"235637-386648, 2"
467197,"91648-467197, 4"
71753,"71753, 4"
212737,"212737, 4"
266619,"70838-266619, 0"
415463,"415463, 1"
25415,"25415, 4"
143250,"143250, 1"
157535,"157535, 1"
451725,"148301-451725, 0"
381059,"381059, 4"
27445,"27445, 4"
455173,"455173, 3"
142278,"142278, 0"
388257,"386366-388257, 3"
259668,"259668, 2"
400089,"400089, 3"
410743,"367452-410743, 3"
468167,"217066-439192-468167, 3"
85712,"85712, 0"
437487,"304754-437487, 0"
441205,"441205, 1"
205635,"205635, 3"
365063,"365063, 2"
4242,"4242, 3"
25578,"25578, 0"
234286,"234286, 1"
185436,"185436, 4"
280468,"280468, 3"
115404,"115404, 2"
208108,"208108, 3"
284548,"319092-152726-284548, 2"
278092,"227888-278092, 0"
428526,"428526, 4"
84225,"84225, 0"
173637,"112155-173637, 2"
71322,"71322, 3"
393240,"110629-393240, 0"
173270,"173270, 2"
298285,"142228-298285, 4"
273123,"273123, 3"
286777,"194994-286777, 1"
426312,"426312, 4"
497015,"497015, 0"
206202,"206202, 1"
342690,"124369-236483-342690, 1"
130762,"130762, 4"
51645,"51645, 4"
131650,"131650, 4"
193364,"193364, 1"
332105,"332105, 3"
415066,"415066, 3"
412278,"412278, 0"
309070,"309070, 3"
294444,"294444, 4"
177952,"177952, 0"
343444,"343444, 0"
242381,"25411-6305-242381, 4"
401677,"401677, 3"
265134,"265134, 0"
24460,"24460, 3"
290898,"112317-290898, 3"
404059,"404059, 0"
68433,"68433, 1"
72521,"72521, 3"
260646,"260646, 4"
109962,"109962, 1"
275352,"275352, 0"
352802,"294268-352802, 3"
126594,"126594, 2"
185225,"4438-174412-185225, 0"
274825,"274825, 1"
67931,"67931, 3"
269257,"269257, 3"
158482,"158482, 2"
282913,"71723-282913, 3"
207396,"207396, 0"
373421,"484742-132788-373421, 0"
72154,"72154, 1"
104371,"193863-40917-104371, 2"
277429,"277429, 3"
165027,"165027, 2"
59835,"8666-59835, 0"
9002,"9002, 1"
472501,"129654-472501, 0"
167546,"167546, 4"
345961,"345961, 2"
304737,"275869-304737, 0"
418710,"418710, 1"
263542,"9572-108550-263542, 3"
486208,"7289-220729-259215-486208, 0"
85356,"85356, 1"
269531,"269531, 1"
208256,"208256, 0"
424713,"424713, 4"
355841,"4481-355841, 4"
484325,"7759-65781-484325, 4"
15323,"15323, 2"
403941,"403941, 2"
481761,"481761, 1"
492219,"14669-354941-492219, 1"
373549,"373549, 2"
208104,"208104, 1"
425329,"425329, 0"
489868,"489868, 1"
492001,"479514-492001, 0"
309306,"71819-309306, 4"
233155,"233155, 3"
492300,"334089-381008-492300, 4"
423591,"423591, 4"
255756,"45677-255756, 1"
7495,"7495, 1"
81509,"81509, 0"
223650,"223650, 1"
453073,"453073, 3"
121086,"121086, 1"
494081,"494081, 4"
460742,"342361-419754-460742, 1"
4860,"4860, 1"
407316,"40765-320262-407316, 2"
55130,"55130, 2"
139356,"139356, 3"
386515,"386515, 0"
62950,"62950, 0"
17168,"17168, 3"
188732,"188732, 0"
406777,"406777, 1"
489403,"489403, 4"
248227,"248227, 4"
25715,"25715, 1"
196817,"126812-196817, 4"
169754,"169754, 0"
293113,"293113, 3"
488688,"146557-193564-444398-488688, 0"
422021,"134355-232082-422021, 1"
172835,"31778-172835, 0"
297789,"283681-297789, 3"
232428,"232428, 2"
374740,"17096-374740, 3"
178365,"178365, 0"
398528,"398528, 0"
7530,"7530, 4"
43959,"43959, 4"
136418,"136418, 4"
485846,"485846, 0"
245384,"104600-211442-245384, 1"
289301,"289301, 1"
442327,"442327, 2"
314250,"314250, 4"
351246,"351246, 0"
18712,"18712, 1"
26339,"26339, 3"
34585,"34585, 2"
491912,"472727-491912, 1"
353828,"353828, 0"
459758,"459758, 2"
469563,"469563, 3"
407279,"107708-184853-407279, 1"
232350,"232350, 0"
339580,"263327-339580, 2"
3766,"3766, 2"
104629,"104629, 0"
145678,"145678, 2"
481709,"481709, 4"
203612,"203612, 0"
119694,"119694, 3"
400634,"400634, 3"
450996,"72075-450996, 1"
136020,"136020, 0"
479690,"164144-479690, 4"
104275,"104275, 2"
321217,"81290-321217, 0"
4292,"4292, 4"
494712,"332798-494712, 3"
23289,"23289, 2"
7963,"7963, 2"
275728,"45806-141155-275728, 3"
402593,"49914-290509-402593, 3"
202232,"10324-202232, 1"
468621,"27476-468621, 0"
60418,"60418, 1"
412820,"412820, 2"
71588,"71588, 1"
350351,"53983-54838-350351, 2"
436054,"436054, 2"
118033,"118033, 3"
230396,"230396, 0"
195503,"195503, 1"
414367,"134543-202017-368707-414367, 3"
429855,"429855, 3"
469161,"469161, 2"
441007,"229278-441007, 0"
360870,"59461-82321-360870, 2"
14326,"14326, 4"
406549,"406549, 0"
106266,"106266, 0"
263116,"263116, 3"
276967,"19515-232295-316421-437191-276967, 0"
455118,"455118, 0"
5813,"5813, 3"
324432,"324432, 0"
115028,"115028, 4"
12478,"12478, 3"
381825,"381825, 2"
300460,"280962-300460, 0"
334948,"334948, 3"
469281,"190052-210743-306629-469281, 2"
206683,"109375-206683, 3"
247165,"247165, 1"
339281,"339281, 3"
294290,"193380-294290, 2"
160175,"160175, 1"
284941,"284941, 0"
243270,"243270, 1"
464646,"464646, 1"
257235,"257235, 1"
213997,"213997, 1"
251716,"251716, 4"
389970,"389970, 1"
134053,"78770-134053, 4"
37734,"37734, 3"
319514,"319514, 2"
306945,"80145-153281-306945, 0"
355273,"355273, 2"
455866,"219050-455866, 0"
164539,"164539, 1"
407823,"407823, 2"
397818,"12766-397818, 4"
4856,"4856, 2"
107875,"107875, 0"
16684,"16684, 4"
57013,"155953-57013, 0"
310700,"277913-302247-310700, 2"
8374,"8374, 4"
228244,"228244, 0"
435811,"218366-435811, 3"
336989,"336989, 3"
24309,"24309, 2"
421308,"421308, 2"
222514,"222514, 1"
171745,"167058-171745, 0"
292862,"292862, 4"
12418,"12418, 0"
301546,"301546, 0"
203609,"203609, 3"
422399,"277184-422399, 4"
395522,"69886-395522, 4"
449048,"305610-449048, 0"
347024,"192938-347024, 4"
453672,"453672, 0"
263959,"263959, 2"
485756,"200061-485756, 1"
94694,"90881-94694, 1"
101416,"101416, 2"
173519,"173519, 0"
31628,"31628, 3"
429887,"429887, 0"
271224,"271224, 3"
313718,"313718, 0"
210524,"193850-210524, 1"
288899,"61239-288899, 1"
380594,"380594, 4"
10303,"10303, 1"
75677,"75677, 2"
454212,"9921-454212, 3"
477928,"477928, 4"
44400,"44400, 1"
366834,"366834, 0"
88226,"88226, 0"
45841,"45841, 2"
23980,"23980, 2"
335074,"230314-335074, 1"
488781,"488781, 1"
391716,"141919-391716, 0"
7530,"7530, 2"
232617,"232617, 1"
55725,"55725, 0"
103513,"103513, 2"
49459,"49459, 3"
18333,"18333, 4"
190230,"190230, 1"
330649,"228381-330649, 0"
262772,"83680-190861-262772, 2"
87625,"87625, 0"
228184,"228184, 1"
445709,"25760-88762-275146-445709, 2"
14488,"14488, 0"
304296,"91956-304296, 3"
491136,"491136, 0"
255582,"255582, 4"
232105,"194755-232105, 4"
439397,"20821-381537-439397, 3"
409393,"130960-409393, 2"
181827,"181827, 3"
197800,"24353-197800, 0"
445338,"260384-445338, 1"
158894,"17036-158894, 1"
424613,"424613, 0"
130953,"170353-75712-130953, 2"
242249,"62595-242249, 4"
462183,"292181-462183, 1"
10408,"10408, 3"
317942,"317942, 0"
75656,"14587-75656, 0"
362601,"362601, 2"
459229,"68243-459229, 4"
381089,"11033-381089, 4"
462118,"462118, 4"
425208,"425208, 4"
7272,"7272, 4"
454337,"454337, 2"
428949,"149379-312286-428949, 1"
430103,"430103, 3"
358520,"48058-109057-358520, 3"
5286,"5286, 2"
305553,"305553, 3"
194308,"194308, 4"
465581,"465581, 4"
339810,"47560-339810, 4"
232517,"232517, 4"
395269,"182549-395269, 2"
479723,"127969-297913-479723, 3"
92445,"351444-92445, 3"
69211,"69211, 4"
116400,"467264-116400, 3"
23124,"23124, 0"
26463,"26463, 4"
307882,"307882, 4"
367591,"367591, 3"
27502,"27502, 3"
446294,"446294, 3"
201103,"201103, 2"
388264,"388264, 1"
249427,"249427, 4"
58987,"58987, 4"
223424,"223424, 1"
309549,"309549, 4"
272962,"272962, 2"
165869,"165869, 4"
349793,"349793, 0"
330509,"330509, 4"
96589,"96589, 3"
388875,"445845-111283-326004-388875, 0"
247350,"54113-247350, 1"
399542,"399542, 4"
356473,"356473, 3"
175295,"175295, 4"
489546,"489546, 0"
246307,"246307, 0"
497260,"497260, 0"
490863,"57450-490863, 1"
218125,"218125, 0"
319550,"27904-63762-319550, 2"
225694,"225694, 4"
38926,"38926, 1"
152973,"152973, 2"
403954,"403954, 4"
397423,"193303-397423, 2"
353234,"353234, 2"
236364,"157439-236364, 2"
44331,"44331, 1"
238126,"238126, 3"
42501,"42501, 4"
97386,"97386, 3"
365691,"365691, 0"
73089,"73089, 1"
81403,"134628-81403, 1"
219183,"133415-219183, 2"
365312,"365312, 2"
387346,"387346, 3"
332711,"332711, 2"
433191,"142955-247133-327771-433191, 3"
334761,"296325-334761, 0"
71179,"71179, 1"
141313,"141313, 1"
118698,"24414-118698, 2"
120235,"120235, 1"
428159,"428159, 1"
278733,"91641-278733, 2"
67462,"67462, 2"
347696,"347696, 1"
10517,"10517, 2"
17972,"17972, 1"
212509,"212509, 4"
296514,"10875-284126-296514, 1"
479067,"433404-479067, 3"
300728,"26602-300728, 0"
443379,"443379, 0"
173873,"173873, 3"
448615,"448615, 0"
309057,"309057, 0"
261298,"201596-261298, 1"
227697,"227697, 1"
141630,"141630, 1"
340588,"138356-340588, 1"
234408,"18341-234408, 3"
111535,"481018-111535, 3"
50514,"50514, 2"
4140,"4140, 2"
336670,"11043-336670, 3"
395646,"392233-395646, 4"
3983,"3983, 0"
194377,"194377, 4"
252734,"252734, 4"
78183,"78183, 3"
278438,"278438, 2"
385323,"385323, 2"
446432,"73843-446432, 1"
18590,"18590, 1"
20166,"57827-20166, 2"
380600,"380600, 1"
385307,"385307, 0"
376417,"376417, 4"
206723,"206723, 0"
22815,"22815, 4"
237665,"215696-237665, 2"
79814,"46289-79814, 0"
178349,"178349, 2"
194466,"194466, 3"
343059,"96038-343059, 2"
362658,"362658, 3"
353947,"87750-353947, 4"
73836,"73836, 2"
108245,"238586-108245, 0"
353948,"353948, 3"
21317,"21317, 4"
155615,"155615, 1"
438870,"438870, 4"
291363,"291363, 3"
5813,"5813, 4"
136734,"136734, 1"
41712,"41712, 1"
354517,"54161-354517, 2"
160155,"144213-160155, 4"
248491,"248491, 2"
272870,"77826-261529-269074-272870, 3"
196239,"173513-196239, 2"
29270,"29270, 3"
284024,"284024, 0"
285581,"198995-285581, 0"
341129,"478456-341129, 4"
7324,"7324, 2"
129751,"129751, 2"
66803,"66803, 1"
415758,"415758, 4"
472812,"472812, 1"
41270,"41270, 4"
253670,"253670, 1"
47276,"47276, 1"
154142,"154142, 3"
319004,"319004, 2"
123954,"123954, 0"
467529,"467529, 3"
416550,"252762-416550, 4"
337669,"95336-122757-337669, 0"
478990,"478990, 3"
132584,"132584, 0"
23646,"23646, 1"
86121,"86121, 1"
340373,"340373, 4"
284880,"284880, 1"
423849,"423849, 0"
307074,"307074, 1"
119427,"119427, 1"
401828,"401828, 3"
465662,"465662, 4"
213727,"14224-213727, 3"
83811,"83811, 0"
108208,"22623-108208, 3"
408893,"408893, 2"
23485,"23485, 1"
49929,"49929, 4"
53378,"53378, 2"
315810,"315810, 3"
186684,"66688-71616-186684, 4"
172819,"97685-172819, 4"
95683,"95683, 2"
488628,"488628, 4"
60633,"60633, 1"
300856,"300856, 3"
200547,"62908-200547, 3"
326075,"47347-70639-326075, 0"
293070,"57972-293070, 1"
336473,"336473, 2"
220286,"220286, 4"
156621,"156621, 4"
148730,"148730, 3"
464702,"464702, 0"
16507,"16507, 0"
491247,"94014-363494-491247, 4"
28478,"28478, 3"
188564,"188564, 3"
104000,"66410-104000, 1"
281858,"281858, 2"
477027,"477027, 3"
234302,"234302, 4"
78812,"48427-78812, 3"
347988,"347988, 2"
198050,"102874-198050, 3"
435823,"175014-248781-435823, 0"
330056,"330056, 3"
378390,"45586-378390, 3"
160888,"72178-160888, 0"
427808,"427808, 2"
169277,"169277, 0"
446712,"446712, 1"
464103,"464103, 3"
240542,"240542, 4"
343033,"343033, 4"
33639,"33639, 3"
410838,"410838, 3"
320128,"320128, 4"
202341,"202341, 4"
446863,"228201-446863, 0"
334887,"284716-325619-334887, 2"
400546,"400546, 1"
204621,"204621, 4"
116805,"30445-116805, 0"
461330,"365550-461330, 2"
75354,"75354, 4"
457466,"174013-457466, 3"
429560,"429560, 1"
4801,"4801, 2"
416053,"416053, 1"
133343,"133343, 0"
45906,"45906, 4"
222138,"260801-222138, 2"
389374,"389374, 2"
8405,"8405, 2"
181245,"181245, 1"
38851,"38851, 0"
351915,"351915, 0"
470592,"280804-470592, 0"
56280,"56280, 2"
97857,"97857, 3"
304448,"304448, 4"
157088,"157088, 2"
205205,"205205, 0"
313610,"362611-25555-313610, 4"
56284,"39096-56284, 0"
351159,"351159, 1"
253659,"253659, 0"
127108,"127108, 2"
316193,"316193, 0"
460016,"55959-381728-460016, 0"
284175,"284175, 3"
237812,"237812, 2"
68804,"68804, 4"
125020,"125020, 1"
196570,"196570, 2"
290812,"290812, 0"
375250,"375250, 4"
159566,"159566, 3"
467837,"4162-467837, 3"
498228,"498228, 0"
109740,"33715-109740, 1"
466003,"466003, 1"
467837,"467837, 0"
385780,"114601-135667-385780, 3"
87985,"87985, 4"
477081,"477081, 2"
431453,"431453, 3"
153341,"153341, 4"
487765,"113550-487765, 4"
29023,"29023, 4"
169203,"169203, 2"
419782,"62278-419782, 4"
478039,"276607-409663-478039, 2"
487027,"71699-116836-218880-487027, 0"
100438,"100438, 3"
317006,"317006, 1"
408373,"408373, 1"
35635,"35635, 1"
485896,"485896, 2"
319910,"319910, 4"
476136,"297011-422295-476136, 1"
261759,"239156-261759, 2"
291279,"291279, 0"
71300,"71300, 3"
370330,"64922-370330, 4"
216634,"130990-211948-216634, 0"
341055,"197939-341055, 1"
408866,"174523-408866, 0"
403523,"148085-403523, 1"
290997,"290997, 3"
268343,"268343, 3"
120331,"120331, 0"
123548,"7255-123548, 4"
263098,"263098, 1"
317140,"238546-317140, 0"
198805,"198805, 1"
301424,"301424, 1"
481532,"481532, 1"
120872,"54456-120872, 0"
402609,"48068-72003-402609, 0"
476531,"476531, 4"
479272,"479272, 1"
494134,"494134, 2"
348466,"348466, 1"
464124,"464124, 3"
460786,"460786, 3"
136657,"18640-136657, 3"
326009,"326009, 3"
5844,"5844, 4"
475828,"249916-326459-475828, 2"
397054,"28592-397054, 2"
256405,"256405, 2"
306211,"306211, 1"
192816,"192816, 0"
84101,"84101, 0"
479947,"294742-449819-479947, 3"
109097,"109097, 4"
463808,"138510-258552-463808, 0"
493073,"493073, 2"
266262,"302379-266262, 0"
10872,"10872, 3"
463374,"463374, 3"
264959,"264959, 2"
332256,"332256, 2"
240566,"206440-240566, 4"
450876,"450876, 0"
111735,"22327-111735, 2"
335689,"281252-300335-335689, 4"
411359,"411359, 0"
240554,"240554, 1"
471487,"471487, 0"
63344,"63344, 0"
234880,"234880, 4"
14861,"14861, 2"
6467,"6467, 0"
312540,"13258-312540, 1"
448916,"448916, 2"
19170,"19170, 2"
250264,"250264, 1"
446150,"446150, 2"
340113,"340113, 0"
297471,"297471, 1"
491636,"202097-491636, 2"
492693,"369118-492693, 1"
131956,"131956, 4"
195791,"195791, 2"
25352,"13080-25352, 4"
360778,"360778, 1"
41867,"41867, 0"
408452,"408452, 2"
353313,"110557-353313, 0"
225839,"225839, 2"
50544,"50544, 2"
308391,"308391, 4"
310938,"310938, 1"
69799,"69799, 1"
492474,"492474, 4"
320868,"320868, 4"
421912,"103019-80538-421912, 2"
452943,"452943, 3"
115444,"7846-115444, 0"
39131,"39131, 2"
249669,"249669, 4"
333869,"333869, 0"
75825,"75825, 0"
283266,"283266, 0"
40314,"40314, 2"
74650,"74650, 3"
63600,"63600, 0"
265397,"258581-265397, 0"
454889,"310234-454889, 1"
173774,"173774, 1"
295326,"295326, 0"
250278,"250278, 4"
416935,"416935, 1"
250715,"115688-250715, 2"
166156,"104749-166156, 0"
10353,"10353, 0"
398503,"190713-313367-398503, 4"
30332,"30332, 3"
317679,"317679, 2"
436706,"411466-436706, 3"
60304,"405048-60304, 2"
